studio,primary_genre,genre_count,source_material,demographic,episodes,episode_length_min,animation_budget_tier,marketing_spend_tier,voice_cast_popularity,director_experience_years,studio_prior_hits,release_season,release_year,has_sequel_potential_arc,mal_rating,popularity_score,success_tier
Zero-G,Action,2,Light Novel,Shounen,12,24,Medium,High,4.34,1.4,6,Fall,2024,0,5.46,62.8,Average
CloverWorks,Horror,2,Manga,Shounen,26,12,Medium,Medium,6.06,9.5,3,Summer,2015,1,9.67,83.1,Hit
Zero-G,Supernatural,3,Light Novel,Shounen,26,24,Medium,Low,6.16,14.5,7,Fall,2020,0,5.18,54.2,Flop
Trigger,Isekai,2,Original,Shounen,25,12,Low,Low,6.62,7.7,8,Winter,2022,1,9.57,60.1,Hit
Doga Kobo,Sci-Fi,2,Light Novel,Shounen,13,24,Medium,Medium,3.25,8.9,4,Spring,2022,0,4.84,44.0,Flop
Trigger,Horror,2,Game,Shounen,24,24,High,Low,6.03,9.4,9,Winter,2023,1,7.3,71.2,Hit
Silver Link,Psychological,2,Visual Novel,Josei,12,24,Medium,Medium,3.48,2.5,6,Winter,2018,1,5.8,46.5,Flop
Pierrot,Adventure,2,Original,Shoujo,12,24,Low,Low,5.53,7.2,3,Fall,2019,1,4.7,35.0,Flop
Diomedea,Mecha,1,Manga,Shounen,24,24,Medium,Medium,2.22,5.8,5,Summer,2022,0,3.99,29.6,Flop
Pierrot,Fantasy,3,Web Novel,Shounen,26,24,High,High,5.26,7.4,4,Summer,2016,0,7.06,85.8,Hit
Diomedea,Sci-Fi,3,Light Novel,Shoujo,12,12,High,Medium,2.75,6.2,7,Winter,2024,0,6.05,49.8,Average
Trigger,Drama,3,Manga,Shounen,24,12,High,Low,6.92,6.5,4,Winter,2017,1,8.62,74.1,Hit
Toei Animation,Sci-Fi,3,Web Novel,Shounen,13,24,Medium,Low,4.5,9.7,7,Summer,2015,1,8.1,90.9,Hit
Production I.G,Horror,3,Web Novel,Shoujo,13,24,Medium,High,6.63,13.4,7,Fall,2022,1,10.0,98.3,Hit
J.C.Staff,Fantasy,2,Manga,Seinen,24,24,High,Medium,5.1,14.9,4,Fall,2018,0,8.24,67.3,Hit
Diomedea,Sports,3,Web Novel,Seinen,26,24,High,Low,4.65,15.6,9,Winter,2020,1,5.12,18.8,Flop
Silver Link,Sports,1,Manga,Shounen,13,24,Low,Low,2.05,5.4,4,Fall,2020,1,5.04,28.1,Flop
Toei Animation,Comedy,2,Original,Josei,26,24,Low,High,5.85,4.4,5,Winter,2019,0,7.04,75.1,Hit
ufotable,Supernatural,3,Manga,Seinen,12,24,High,Medium,9.08,13.5,7,Summer,2018,0,9.59,100.0,Hit
Lerche,Horror,2,Manga,Seinen,100,24,Medium,Low,2.67,17.0,7,Summer,2021,0,4.92,45.7,Flop
Production I.G,Psychological,1,Light Novel,Shoujo,24,12,High,Medium,5.29,6.7,8,Spring,2020,0,8.29,62.7,Hit
Studio Deen,Comedy,1,Light Novel,Shounen,13,12,Medium,Low,4.37,16.8,4,Summer,2023,1,4.77,92.3,Average
Sunrise,Mystery,1,Light Novel,Josei,12,24,Low,Low,7.29,13.9,8,Spring,2016,1,8.22,78.3,Hit
Bones,Sci-Fi,2,Visual Novel,Josei,50,24,High,High,4.51,4.3,8,Summer,2021,0,9.49,97.6,Hit
MAPPA,Isekai,2,Web Novel,Josei,24,24,High,Low,6.43,5.9,6,Spring,2024,0,10.0,84.9,Hit
Diomedea,Supernatural,1,Manga,Shounen,12,24,Medium,Low,3.89,7.9,3,Winter,2016,0,5.34,31.1,Flop
Lerche,Adventure,2,Original,Seinen,26,12,High,Low,3.14,7.0,3,Winter,2023,1,6.41,94.2,Hit
Madhouse,Horror,2,Manga,Seinen,24,24,High,Low,1.91,2.1,10,Winter,2018,1,10.0,100.0,Hit
Production I.G,Mecha,3,Visual Novel,Shounen,24,24,Medium,Low,5.98,9.9,8,Fall,2016,0,10.0,86.4,Hit
Zero-G,Psychological,2,Visual Novel,Shounen,12,24,High,Low,3.29,8.0,3,Fall,2018,1,3.86,35.0,Flop
Silver Link,Psychological,1,Manga,Shounen,26,24,Low,Low,3.96,13.7,5,Fall,2020,0,5.62,35.0,Flop
Production I.G,Slice of Life,3,Light Novel,Shounen,13,24,Low,Low,6.04,5.3,10,Winter,2024,0,6.03,57.7,Average
Silver Link,Action,2,Manga,Shounen,12,12,Low,Medium,2.23,7.9,5,Fall,2016,0,6.45,70.2,Average
A-1 Pictures,Isekai,1,Manga,Shoujo,26,24,Low,Medium,4.68,8.0,8,Spring,2016,0,7.56,70.3,Hit
Kyoto Animation,Mecha,3,Manga,Shounen,12,24,Medium,Low,5.26,6.2,9,Fall,2022,0,9.91,100.0,Hit
Production I.G,Horror,1,Manga,Shounen,13,24,Medium,Medium,4.79,7.8,5,Fall,2019,0,6.66,68.5,Average
J.C.Staff,Isekai,3,Light Novel,Shounen,100,24,Medium,High,3.31,14.8,7,Spring,2021,0,7.82,48.8,Average
Toei Animation,Comedy,2,Original,Seinen,25,24,Low,Medium,1.44,8.1,11,Fall,2017,0,8.55,93.9,Hit
Toei Animation,Comedy,3,Manga,Seinen,12,24,Low,High,7.44,0.0,8,Fall,2024,0,8.43,72.9,Hit
Doga Kobo,Drama,3,Original,Seinen,13,24,Low,High,5.87,1.3,5,Summer,2018,0,6.77,73.3,Average
Doga Kobo,Adventure,1,Manga,Shounen,12,24,Medium,Low,4.64,9.7,9,Fall,2016,0,3.96,33.0,Flop
WIT Studio,Mecha,3,Light Novel,Shoujo,12,12,Low,Medium,7.16,10.9,5,Summer,2019,0,7.0,65.0,Average
Diomedea,Action,2,Manga,Shoujo,12,24,Low,High,2.94,1.0,5,Summer,2017,1,5.33,31.9,Flop
Bones,Isekai,1,Web Novel,Shoujo,12,24,Low,High,5.18,5.1,11,Fall,2016,1,8.5,95.1,Hit
Kyoto Animation,Sports,2,Manga,Josei,12,24,Medium,High,7.14,1.8,7,Winter,2017,0,9.05,100.0,Hit
MAPPA,Action,1,Manga,Shoujo,13,24,High,Low,6.74,7.8,13,Summer,2018,1,10.0,100.0,Hit
Studio Deen,Romance,3,Original,Seinen,12,24,Low,High,4.66,8.0,4,Fall,2019,0,4.7,43.4,Flop
Diomedea,Horror,1,Visual Novel,Shounen,12,24,Medium,Medium,2.14,14.5,6,Spring,2018,0,6.08,37.5,Flop
J.C.Staff,Psychological,1,Original,Josei,24,24,Low,Medium,5.49,9.6,6,Summer,2020,0,5.99,50.4,Average
J.C.Staff,Supernatural,2,Light Novel,Seinen,13,24,Medium,Low,4.99,11.3,2,Winter,2016,1,6.49,73.4,Average
J.C.Staff,Mecha,3,Light Novel,Josei,50,24,Medium,Low,4.86,5.6,8,Fall,2023,1,7.19,76.7,Hit
Pierrot,Sports,2,Manga,Shoujo,12,24,Low,High,3.56,11.7,1,Summer,2021,0,4.99,40.4,Flop
ufotable,Fantasy,1,Web Novel,Josei,26,24,Medium,Medium,6.36,9.9,8,Summer,2021,1,9.17,92.5,Hit
Bones,Comedy,2,Light Novel,Shounen,50,24,Medium,Low,6.29,7.2,11,Spring,2015,1,5.14,39.8,Flop
A-1 Pictures,Horror,2,Original,Seinen,24,24,High,Medium,6.56,6.6,8,Winter,2022,0,9.86,100.0,Hit
WIT Studio,Fantasy,3,Manga,Shounen,13,24,Medium,Medium,8.6,7.3,6,Fall,2016,0,7.86,73.0,Hit
Trigger,Slice of Life,2,Manga,Shounen,12,24,High,High,6.15,16.7,8,Fall,2017,1,10.0,100.0,Hit
Studio Deen,Action,2,Manga,Shoujo,24,12,Medium,Low,3.74,13.8,1,Summer,2017,1,4.19,37.5,Flop
Bones,Psychological,3,Visual Novel,Shoujo,12,24,High,Medium,6.07,7.4,10,Fall,2021,0,9.77,100.0,Hit
Studio Deen,Romance,1,Light Novel,Shounen,13,24,High,Low,6.53,10.5,7,Spring,2020,0,4.28,54.2,Flop
MAPPA,Mecha,2,Visual Novel,Seinen,26,24,Medium,Medium,2.41,0.0,8,Spring,2015,0,9.02,83.1,Hit
Bones,Action,1,Light Novel,Seinen,12,24,Medium,Low,5.45,12.2,7,Fall,2020,0,8.7,82.7,Hit
Sunrise,Adventure,1,Game,Shounen,12,24,Low,High,2.93,4.2,7,Fall,2021,0,7.02,89.0,Hit
WIT Studio,Isekai,3,Web Novel,Shounen,25,24,Medium,Low,10.0,7.3,7,Fall,2019,1,7.61,92.8,Hit
Madhouse,Isekai,1,Manga,Shounen,24,24,High,Low,5.44,6.7,4,Spring,2024,0,10.0,100.0,Hit
ufotable,Fantasy,2,Original,Shounen,13,12,Low,Low,7.02,9.2,6,Fall,2018,0,10.0,91.6,Hit
J.C.Staff,Fantasy,1,Web Novel,Shounen,24,12,Low,Medium,5.74,0.0,5,Winter,2022,1,5.28,55.7,Flop
Toei Animation,Romance,1,Original,Shounen,12,24,Low,Medium,4.95,8.7,5,Summer,2016,1,8.5,93.7,Hit
J.C.Staff,Comedy,1,Manga,Seinen,26,24,Medium,Low,6.02,2.0,5,Fall,2022,1,5.95,57.2,Average
CloverWorks,Slice of Life,2,Web Novel,Shounen,50,12,Medium,High,4.42,10.8,4,Winter,2023,1,7.63,66.4,Hit
Sunrise,Horror,1,Manga,Seinen,24,24,Low,Medium,5.26,8.8,9,Winter,2016,0,8.74,100.0,Hit
J.C.Staff,Action,1,Game,Seinen,24,24,Medium,Medium,6.88,4.5,8,Fall,2016,0,6.94,74.1,Average
Toei Animation,Romance,3,Web Novel,Josei,24,12,Low,Medium,8.02,1.5,5,Fall,2021,0,3.19,49.5,Flop
Bones,Slice of Life,1,Light Novel,Josei,12,24,Medium,Low,9.37,7.3,6,Summer,2019,0,8.99,66.6,Hit
CloverWorks,Sci-Fi,3,Manga,Shounen,26,24,Medium,Medium,5.43,2.1,8,Winter,2016,0,6.79,95.5,Hit
J.C.Staff,Psychological,2,Manga,Shounen,13,24,Low,Low,5.57,6.8,4,Spring,2021,1,6.82,60.7,Average
Bones,Mecha,1,Manga,Shounen,24,24,Medium,Low,2.38,9.0,6,Fall,2022,1,9.31,100.0,Hit
Trigger,Slice of Life,1,Web Novel,Josei,12,24,High,Medium,3.51,0.0,6,Winter,2015,0,7.01,67.3,Average
ufotable,Slice of Life,2,Web Novel,Seinen,25,24,Medium,Medium,10.0,5.4,11,Fall,2024,1,10.0,94.9,Hit
Madhouse,Supernatural,1,Original,Shounen,13,24,Low,Medium,5.41,8.7,7,Winter,2018,0,9.04,100.0,Hit
Studio Deen,Supernatural,1,Light Novel,Shounen,24,24,Low,Medium,3.64,9.2,3,Spring,2022,0,4.14,50.5,Flop
A-1 Pictures,Drama,3,Manga,Seinen,12,12,Medium,Medium,4.28,17.8,6,Winter,2022,1,7.62,100.0,Hit
WIT Studio,Slice of Life,1,Web Novel,Shounen,12,24,Low,High,7.2,6.0,5,Fall,2020,1,6.79,74.0,Average
Madhouse,Slice of Life,1,Web Novel,Shounen,24,24,Medium,Low,7.06,8.9,4,Fall,2021,0,10.0,90.7,Hit
WIT Studio,Sci-Fi,3,Visual Novel,Seinen,26,24,High,Low,5.05,9.1,10,Fall,2016,0,8.94,89.2,Hit
WIT Studio,Sports,1,Manga,Shoujo,100,24,Low,Medium,5.56,1.2,4,Fall,2022,0,9.44,76.8,Hit
J.C.Staff,Fantasy,3,Light Novel,Shounen,12,24,Low,Low,5.7,8.0,6,Winter,2017,0,4.13,16.6,Flop
Doga Kobo,Action,1,Light Novel,Shoujo,26,24,Low,Medium,4.57,13.8,4,Winter,2021,0,5.04,59.0,Flop
Kyoto Animation,Slice of Life,2,Manga,Shoujo,26,24,Low,Low,6.4,11.2,10,Summer,2019,0,8.69,95.7,Hit
Kyoto Animation,Action,3,Light Novel,Seinen,12,24,Medium,Medium,5.63,14.9,7,Summer,2018,1,9.93,81.3,Hit
J.C.Staff,Sci-Fi,2,Web Novel,Seinen,50,12,High,Medium,4.92,1.7,8,Fall,2015,0,8.21,68.7,Hit
Diomedea,Mystery,2,Light Novel,Shounen,12,24,Medium,Low,3.14,4.5,5,Summer,2015,1,2.11,14.9,Flop
CloverWorks,Psychological,3,Manga,Seinen,50,24,High,Low,6.72,4.0,8,Summer,2022,0,10.0,77.7,Hit
MAPPA,Mecha,1,Web Novel,Josei,24,24,Low,Low,7.22,5.5,5,Winter,2015,1,8.19,100.0,Hit
Bones,Action,2,Light Novel,Shounen,24,12,High,Low,7.24,6.0,4,Winter,2016,1,9.17,95.8,Hit
Trigger,Mystery,3,Game,Shounen,26,24,Medium,Low,4.91,0.0,9,Winter,2024,0,6.75,85.6,Hit
Toei Animation,Mystery,3,Manga,Shounen,12,24,Low,High,4.31,4.0,4,Spring,2016,1,5.17,34.2,Flop
MAPPA,Supernatural,2,Manga,Shounen,50,24,Low,Medium,7.46,7.9,10,Spring,2021,0,10.0,100.0,Hit
MAPPA,Romance,1,Manga,Josei,12,12,Low,Medium,6.23,8.5,8,Winter,2015,0,9.86,100.0,Hit
Diomedea,Romance,3,Original,Shounen,24,24,Low,Medium,1.37,5.4,7,Winter,2015,0,4.16,62.1,Flop
Trigger,Romance,3,Game,Josei,26,24,Low,Medium,7.07,3.7,7,Summer,2016,0,6.91,66.7,Average
CloverWorks,Psychological,1,Light Novel,Josei,24,24,Low,High,5.93,10.3,7,Spring,2024,1,8.49,78.4,Hit
Studio Deen,Slice of Life,1,Light Novel,Shounen,24,24,Low,Medium,5.73,3.6,4,Fall,2017,0,5.42,44.1,Flop
Bones,Comedy,3,Light Novel,Seinen,12,12,Medium,Low,4.72,7.0,11,Fall,2024,1,4.93,66.6,Average
Zero-G,Action,2,Light Novel,Shounen,12,24,Medium,Low,3.91,16.4,6,Summer,2017,1,5.72,54.1,Average
Toei Animation,Action,2,Web Novel,Shoujo,26,24,High,Medium,4.17,11.1,6,Winter,2022,0,6.02,59.0,Average
Toei Animation,Romance,2,Manga,Seinen,50,24,Low,High,7.23,5.3,6,Spring,2022,0,5.77,67.3,Average
Kyoto Animation,Romance,1,Manga,Josei,24,24,High,Low,6.5,3.4,12,Fall,2016,0,9.07,93.3,Hit
Production I.G,Mecha,2,Manga,Seinen,24,24,Low,High,4.96,4.9,6,Summer,2021,0,8.05,73.4,Hit
Production I.G,Comedy,2,Original,Seinen,24,24,High,Low,7.14,7.6,7,Winter,2017,0,9.49,100.0,Hit
Doga Kobo,Sci-Fi,2,Light Novel,Shounen,12,24,Medium,Low,5.71,8.3,4,Summer,2021,0,6.13,61.0,Average
Bones,Action,2,Original,Shoujo,50,24,Low,Medium,3.91,12.3,10,Fall,2021,0,9.3,89.4,Hit
J.C.Staff,Mystery,1,Light Novel,Shounen,24,24,Medium,Medium,4.31,9.0,5,Spring,2020,0,8.85,87.3,Hit
Sunrise,Fantasy,3,Manga,Seinen,12,12,Low,Low,4.93,13.2,6,Winter,2017,0,8.06,82.7,Hit
Silver Link,Psychological,3,Manga,Shounen,50,24,Low,Low,1.36,15.0,5,Fall,2021,1,5.92,40.1,Flop
Bones,Sci-Fi,1,Game,Shounen,12,24,Medium,High,5.75,10.0,10,Spring,2018,1,8.57,100.0,Hit
J.C.Staff,Sci-Fi,2,Manga,Shounen,24,24,Low,Medium,5.76,8.9,8,Summer,2015,0,9.69,98.5,Hit
ufotable,Fantasy,3,Light Novel,Shoujo,13,12,Low,Low,6.72,13.8,10,Spring,2021,0,10.0,89.2,Hit
ufotable,Adventure,1,Manga,Shounen,12,24,High,Low,9.5,7.2,12,Fall,2022,1,9.98,100.0,Hit
Doga Kobo,Mecha,1,Visual Novel,Shounen,24,24,High,Medium,2.29,15.5,9,Fall,2021,0,6.89,72.8,Average
A-1 Pictures,Comedy,2,Manga,Shounen,12,24,Low,Low,5.79,4.2,4,Fall,2019,0,6.5,61.8,Average
Pierrot,Mystery,2,Manga,Shounen,13,24,High,Low,5.46,14.0,2,Fall,2016,0,6.59,57.4,Average
Production I.G,Action,2,Manga,Shounen,50,24,High,High,6.47,12.0,8,Summer,2018,0,9.94,100.0,Hit
A-1 Pictures,Sci-Fi,3,Original,Shounen,24,12,Low,Medium,3.73,8.9,3,Winter,2016,1,9.22,73.4,Hit
Bones,Romance,3,Manga,Shounen,12,24,Low,Medium,7.91,9.1,11,Spring,2015,1,8.89,66.3,Hit
J.C.Staff,Psychological,3,Visual Novel,Seinen,100,24,Low,High,4.96,3.3,4,Spring,2024,0,8.58,96.0,Hit
ufotable,Sports,3,Light Novel,Seinen,24,24,High,Low,5.45,5.7,11,Spring,2016,1,10.0,100.0,Hit
J.C.Staff,Isekai,3,Game,Josei,24,24,Low,Low,3.05,11.9,5,Winter,2015,1,3.78,36.2,Flop
Lerche,Sci-Fi,2,Light Novel,Shounen,12,24,Low,High,2.8,12.5,6,Fall,2020,1,6.99,79.1,Hit
Lerche,Adventure,2,Light Novel,Shounen,12,24,Medium,Medium,4.84,6.7,6,Fall,2024,0,4.73,41.4,Flop
Studio Deen,Adventure,3,Light Novel,Seinen,12,24,Low,Medium,4.35,9.0,6,Spring,2018,1,6.65,50.6,Average
Silver Link,Isekai,2,Web Novel,Seinen,12,24,Low,Medium,3.12,7.5,1,Winter,2021,1,4.71,45.9,Flop
Kyoto Animation,Horror,3,Original,Josei,26,24,Medium,Medium,5.29,5.0,5,Fall,2024,1,9.42,100.0,Hit
Studio Deen,Horror,1,Manga,Seinen,24,24,High,Low,3.84,12.8,5,Spring,2023,0,4.89,52.8,Flop
Bones,Adventure,1,Original,Shoujo,13,24,Low,Medium,4.55,10.6,11,Winter,2022,0,9.13,91.9,Hit
Studio Deen,Supernatural,3,Light Novel,Shoujo,50,24,High,Medium,5.14,9.8,5,Summer,2023,1,6.69,52.9,Average
Studio Deen,Sports,1,Light Novel,Josei,24,24,Low,Medium,2.09,8.6,7,Summer,2016,1,6.68,52.9,Average
Pierrot,Drama,2,Manga,Shounen,24,24,Medium,Medium,5.51,5.5,5,Winter,2015,1,6.6,53.6,Average
Sunrise,Sports,3,Manga,Shounen,12,24,High,High,4.25,12.1,8,Spring,2022,1,9.63,90.7,Hit
Trigger,Adventure,3,Web Novel,Seinen,50,24,High,Low,6.86,10.5,7,Fall,2019,0,9.41,85.3,Hit
Production I.G,Sci-Fi,1,Light Novel,Shounen,12,24,Low,Medium,3.71,4.8,10,Fall,2017,1,9.01,58.2,Hit
A-1 Pictures,Fantasy,2,Manga,Shounen,26,24,High,Medium,6.67,11.4,2,Summer,2016,1,9.33,97.6,Hit
Madhouse,Supernatural,1,Manga,Shounen,50,24,Low,High,5.59,2.4,8,Spring,2021,1,9.22,98.4,Hit
Sunrise,Drama,1,Original,Shoujo,12,24,Medium,High,3.66,3.0,5,Fall,2018,1,9.2,89.7,Hit
Sunrise,Sci-Fi,2,Original,Seinen,50,24,Low,Medium,5.94,1.9,8,Summer,2017,0,9.37,82.1,Hit
Lerche,Isekai,2,Manga,Seinen,12,24,Low,Medium,3.29,8.3,3,Spring,2016,0,5.86,60.8,Average
ufotable,Romance,1,Manga,Seinen,12,24,Medium,Medium,6.17,12.2,5,Spring,2015,0,9.64,89.8,Hit
Doga Kobo,Adventure,3,Manga,Seinen,50,24,High,Medium,5.02,5.3,3,Summer,2020,1,8.66,100.0,Hit
Doga Kobo,Drama,1,Manga,Shounen,50,24,Low,Medium,5.44,1.6,5,Spring,2020,0,5.49,52.4,Flop
CloverWorks,Isekai,2,Manga,Shounen,12,24,Low,Low,8.11,8.5,6,Winter,2016,0,8.04,86.2,Hit
Production I.G,Sports,2,Manga,Seinen,12,24,Low,Medium,2.65,7.6,7,Spring,2022,1,9.4,88.8,Hit
Madhouse,Sci-Fi,2,Manga,Seinen,12,12,Low,Medium,7.45,12.0,5,Spring,2017,0,7.16,72.0,Average
Pierrot,Comedy,2,Light Novel,Shounen,24,12,High,Low,1.44,16.5,8,Summer,2022,1,7.62,80.6,Hit
Diomedea,Psychological,2,Web Novel,Seinen,12,24,High,Medium,5.58,7.8,2,Spring,2017,1,4.85,31.2,Flop
MAPPA,Adventure,1,Visual Novel,Shounen,13,24,Medium,High,6.88,10.5,8,Fall,2018,0,9.93,98.4,Hit
J.C.Staff,Fantasy,1,Original,Shounen,24,24,Medium,Low,5.06,5.8,3,Fall,2022,0,5.98,53.5,Average
Silver Link,Mecha,3,Manga,Seinen,24,12,Medium,Low,1.85,6.3,0,Fall,2015,0,5.69,52.7,Average
Lerche,Supernatural,3,Web Novel,Seinen,12,24,Low,Medium,4.48,16.1,5,Winter,2015,1,5.06,43.4,Flop
A-1 Pictures,Isekai,2,Light Novel,Shounen,26,12,Medium,Medium,3.6,8.3,9,Winter,2024,1,10.0,100.0,Hit
Sunrise,Slice of Life,3,Game,Josei,13,24,Low,Low,6.05,6.9,4,Winter,2020,0,6.97,67.4,Average
Production I.G,Sci-Fi,3,Manga,Shounen,25,24,Low,Low,6.86,10.4,10,Winter,2015,1,7.37,56.6,Average
Zero-G,Sci-Fi,1,Original,Shounen,24,24,Low,Medium,3.47,0.0,6,Spring,2016,1,4.76,28.8,Flop
Pierrot,Fantasy,3,Manga,Seinen,13,24,Medium,Medium,2.69,7.6,3,Summer,2015,0,5.55,60.5,Average
Trigger,Horror,2,Game,Josei,25,12,Medium,High,6.64,0.5,3,Winter,2022,0,6.93,67.2,Average
A-1 Pictures,Sports,1,Visual Novel,Shounen,13,24,Low,High,5.46,10.4,6,Winter,2016,1,8.18,67.5,Hit
J.C.Staff,Fantasy,3,Manga,Shounen,50,24,High,Medium,4.41,8.5,5,Winter,2020,1,8.08,72.7,Hit
Toei Animation,Psychological,3,Web Novel,Shounen,12,24,Low,Medium,3.23,9.0,3,Summer,2017,0,4.25,24.6,Flop
WIT Studio,Drama,3,Web Novel,Shounen,50,24,Low,Low,7.33,8.6,2,Summer,2017,0,6.52,52.0,Average
Sunrise,Horror,1,Manga,Shounen,13,24,Medium,Medium,3.26,11.5,8,Spring,2018,1,6.79,66.6,Average
J.C.Staff,Slice of Life,3,Original,Shounen,26,12,Medium,Medium,7.25,9.3,7,Winter,2020,0,7.82,79.9,Hit
Sunrise,Comedy,3,Manga,Shounen,100,24,Medium,Medium,5.41,16.6,4,Spring,2015,0,8.41,87.0,Hit
Kyoto Animation,Romance,1,Manga,Shounen,50,24,High,Medium,8.8,6.7,8,Summer,2021,1,9.38,100.0,Hit
Madhouse,Mystery,3,Visual Novel,Shounen,12,24,Low,Medium,5.45,6.2,7,Winter,2018,0,9.85,100.0,Hit
Production I.G,Sci-Fi,1,Original,Josei,24,24,Medium,Low,6.38,9.9,9,Fall,2023,1,8.54,89.5,Hit
WIT Studio,Psychological,3,Manga,Seinen,12,24,Low,High,4.75,8.9,11,Summer,2022,1,9.87,92.5,Hit
MAPPA,Adventure,1,Light Novel,Shounen,24,24,High,Medium,5.44,6.7,4,Fall,2024,0,8.71,93.7,Hit
Kyoto Animation,Mystery,3,Original,Shounen,13,24,High,Low,7.46,0.1,8,Summer,2016,1,10.0,100.0,Hit
Studio Deen,Romance,3,Manga,Seinen,25,24,Medium,Medium,4.23,15.4,4,Winter,2020,1,8.75,93.0,Hit
Diomedea,Mystery,1,Web Novel,Shounen,24,24,Medium,Low,4.96,9.1,5,Fall,2021,0,3.63,32.2,Flop
Madhouse,Comedy,3,Light Novel,Seinen,13,24,Medium,Low,6.3,4.4,9,Winter,2022,0,7.03,76.4,Hit
Lerche,Horror,2,Original,Josei,12,24,Medium,Low,3.24,8.9,5,Spring,2016,1,5.43,67.1,Average
A-1 Pictures,Mystery,1,Original,Shounen,13,24,Low,High,7.07,9.6,8,Summer,2023,0,10.0,94.0,Hit
Madhouse,Mecha,3,Manga,Seinen,13,24,Medium,Low,6.58,9.3,5,Spring,2023,1,9.09,92.4,Hit
ufotable,Slice of Life,1,Light Novel,Josei,100,24,Low,Medium,4.06,6.9,7,Fall,2018,1,8.9,80.8,Hit
Diomedea,Slice of Life,1,Light Novel,Josei,12,24,Medium,Low,2.24,4.3,5,Winter,2020,1,3.86,27.0,Flop
Doga Kobo,Slice of Life,1,Original,Shoujo,24,24,Medium,High,5.83,5.1,7,Fall,2022,1,9.56,100.0,Hit
Diomedea,Psychological,3,Manga,Shounen,24,24,Medium,High,3.32,13.1,2,Fall,2018,1,3.41,18.6,Flop
Bones,Romance,3,Visual Novel,Shoujo,12,24,High,Medium,4.6,5.2,7,Winter,2019,0,9.66,80.9,Hit
J.C.Staff,Sci-Fi,1,Manga,Shounen,24,24,High,Low,1.16,8.3,2,Spring,2022,0,7.71,68.1,Hit
Zero-G,Comedy,3,Light Novel,Shoujo,13,24,High,Medium,3.35,6.3,7,Winter,2023,1,3.17,40.5,Flop
Zero-G,Drama,3,Manga,Shounen,26,24,Low,Low,5.11,15.0,4,Spring,2015,1,6.48,54.6,Average
Sunrise,Fantasy,2,Game,Seinen,12,24,Medium,Low,5.68,5.5,4,Summer,2020,1,7.82,69.7,Hit
Production I.G,Slice of Life,1,Original,Shounen,50,24,Low,Low,4.79,10.3,8,Fall,2023,1,6.06,64.1,Average
J.C.Staff,Adventure,1,Manga,Shoujo,12,24,Low,Low,6.84,5.8,7,Winter,2020,1,8.87,74.3,Hit
Zero-G,Romance,2,Original,Shoujo,25,24,Medium,Medium,6.85,11.5,9,Winter,2021,0,4.34,46.0,Flop
Toei Animation,Supernatural,1,Visual Novel,Shounen,12,24,Low,Low,5.27,15.4,9,Fall,2023,1,5.86,70.9,Average
ufotable,Comedy,2,Manga,Seinen,50,24,High,Low,5.92,5.5,10,Fall,2020,0,10.0,97.9,Hit
Studio Deen,Fantasy,3,Web Novel,Shounen,12,12,Medium,Medium,3.9,13.8,9,Summer,2015,0,3.4,49.3,Flop
Pierrot,Slice of Life,2,Manga,Seinen,24,24,High,High,3.77,10.3,5,Spring,2016,1,10.0,100.0,Hit
Lerche,Isekai,1,Original,Shounen,50,24,High,Medium,6.27,8.6,9,Fall,2021,0,7.81,82.5,Hit
Madhouse,Romance,1,Manga,Shounen,12,24,Low,High,7.68,7.5,7,Fall,2016,0,10.0,91.5,Hit
Pierrot,Comedy,3,Light Novel,Shoujo,24,24,High,Low,5.0,6.0,7,Fall,2016,0,6.0,56.5,Average
Production I.G,Comedy,2,Manga,Shounen,12,24,High,Medium,6.11,0.0,7,Fall,2020,1,10.0,84.4,Hit
Bones,Drama,3,Game,Seinen,12,24,Medium,Low,6.42,11.2,10,Summer,2020,1,9.14,76.5,Hit
Toei Animation,Romance,3,Visual Novel,Shounen,13,24,Medium,Low,3.56,7.2,0,Spring,2020,1,6.85,63.7,Average
Bones,Supernatural,1,Web Novel,Shounen,100,24,Medium,Medium,7.36,8.7,9,Fall,2016,1,9.38,100.0,Hit
ufotable,Romance,1,Web Novel,Shoujo,12,24,Medium,Medium,7.83,1.5,14,Spring,2018,1,8.91,90.9,Hit
Pierrot,Adventure,1,Light Novel,Seinen,24,24,Medium,High,4.07,2.9,7,Fall,2023,0,7.65,73.4,Hit
Kyoto Animation,Drama,2,Original,Shounen,12,24,Medium,Low,4.92,8.4,14,Spring,2020,0,9.3,87.0,Hit
Madhouse,Horror,1,Manga,Shounen,12,24,High,High,1.59,10.3,4,Spring,2023,0,10.0,100.0,Hit
Bones,Comedy,1,Light Novel,Shoujo,12,12,Low,Low,8.59,9.0,7,Summer,2021,0,8.28,92.3,Hit
Kyoto Animation,Adventure,1,Visual Novel,Seinen,26,24,Medium,Medium,4.42,14.3,7,Fall,2022,1,7.9,100.0,Hit
Madhouse,Drama,1,Visual Novel,Shounen,12,24,Low,Low,5.64,4.2,11,Fall,2022,0,8.29,82.7,Hit
Sunrise,Comedy,1,Light Novel,Shounen,50,24,Low,Low,5.33,5.3,12,Winter,2017,1,7.35,57.9,Average
Sunrise,Mecha,1,Manga,Shounen,26,24,High,Low,4.18,9.8,6,Summer,2018,1,7.39,53.2,Average
